,Data,ID,t_Atendimento_min,t_Projetos_min,t_Logado_min,Disp_%,Meta_Disp,Pontuação,Atraso
0,2022-02-01,a1R1L000007It5aUAC,420,60,408,54,Não Bateu,-14,Sim
1,2022-02-01,a1R1L000007IvtrUAC,450,0,266,39,Não Bateu,-20,Não
2,2022-02-01,a1R1L000007POQyUAO,450,0,0,33,-,0,-
3,2022-02-01,a1R1L000007PP7hUAG,480,0,408,40,Não Bateu,-19,Sim
4,2022-02-01,a1R1L000007YXRAUA4,480,0,445,46,Não Bateu,-19,Sim
5,2022-02-01,a1R1L000007YXRBUA4,0,480,53,33,-,0,-
6,2022-02-01,a1R1L000007YXREUA4,270,0,167,12,Não Bateu,-18,Sim
7,2022-02-01,a1R1L000008cZzKUAU,0,0,0,33,-,0,-
8,2022-02-01,a1R1L000008cZzMUAU,420,0,380,36,Não Bateu,-13,Sim
9,2022-02-01,a1R1L000008cZzNUAU,450,0,417,34,Não Bateu,-11,Sim
10,2022-02-01,a1R1L000008cZzOUAU,450,0,424,40,Não Bateu,-16,Sim
11,2022-02-01,a1R1L000008cZzUUAU,420,60,355,45,Não Bateu,-22,Sim
12,2022-02-01,a1R1L000008dS6CUAU,450,0,381,52,Não Bateu,-15,Sim
13,2022-02-01,a1R1L000008dS6SUAU,480,0,401,53,Não Bateu,-8,Sim
14,2022-02-01,a1R1L000008dS6VUAU,480,0,446,47,Não Bateu,-18,Não
15,2022-02-01,a1R1L000008dajzUAA,480,0,438,43,Não Bateu,-19,Sim
16,2022-02-01,a1R1L000008db60UAA,450,0,438,40,Não Bateu,-20,Sim
17,2022-02-01,a1R1L000008ddqrUAA,420,0,394,58,Não Bateu,-19,Não
18,2022-02-01,a1R1L000008ddr1UAA,0,480,0,33,-,0,-
19,2022-02-01,a1R1L000008deewUAA,420,60,388,43,Não Bateu,-9,Não
20,2022-02-01,a1R1L000008deexUAA,450,0,414,50,Não Bateu,-8,Sim
21,2022-02-01,a1R1L000008deeyUAA,0,0,0,33,-,0,-
22,2022-02-01,a1R1L000008defAUAQ,480,0,437,46,Não Bateu,-18,Sim
23,2022-02-01,a1R1L000008dfbNUAQ,90,390,88,0,Não Bateu,-3,Não
24,2022-02-01,a1R1L000008dfbPUAQ,420,0,395,78,Não Bateu,-14,Sim
25,2022-02-01,a1R1L000008dfbRUAQ,480,0,435,46,Não Bateu,-22,Sim
26,2022-02-01,a1R1L000008dfbSUAQ,450,0,420,45,Não Bateu,-21,Sim
27,2022-02-01,a1R1L000008dfjvUAA,420,0,381,32,Não Bateu,-20,Sim
28,2022-02-01,a1R1L000008dfmGUAQ,420,0,0,0,Não Bateu,-19,Não
29,2022-02-01,a1R1L000008dfmQUAQ,420,0,336,35,Não Bateu,-20,Não
30,2022-02-01,a1R1L000008dfmaUAA,420,0,242,24,Não Bateu,-20,Não
31,2022-02-01,a1R1L000008dfnOUAQ,420,0,281,23,Não Bateu,-2,Não
32,2022-02-01,a1R1L000008dfnTUAQ,360,60,279,14,Não Bateu,-20,Sim
33,2022-02-01,a1R1L000008dhv2UAA,450,0,428,38,Não Bateu,-18,Sim
34,2022-02-01,a1R1L000008dhvDUAQ,480,0,419,40,Não Bateu,-19,Sim
35,2022-02-01,a1R1L000008dhvFUAQ,480,0,272,42,Não Bateu,-19,Sim
36,2022-02-01,a1R1L000008eTN1UAM,480,0,437,45,Não Bateu,-16,Sim
37,2022-02-01,a1R1L000008eTNJUA2,120,0,0,33,-,0,-
38,2022-02-01,a1R1L000008eTNNUA2,480,0,0,33,-,0,-
39,2022-02-01,a1R1L00000F91tAUAR,240,0,226,25,Não Bateu,-17,Sim
40,2022-02-01,a1R1L00000F91tDUAR,480,0,420,43,Não Bateu,-18,Sim
41,2022-02-01,a1R1L00000F91tEUAR,420,0,362,30,Não Bateu,-20,Sim
42,2022-02-01,a1R1L00000F91tRUAR,420,60,340,33,-,0,-
43,2022-02-01,a1R1L00000F91tSUAR,450,0,390,33,Não Bateu,-17,Sim
44,2022-02-01,a1R1L00000F91thUAB,480,0,423,45,Não Bateu,-21,Sim
45,2022-02-01,a1R1L00000F91toUAB,450,0,400,34,Não Bateu,-21,Sim
46,2022-02-01,a1R3j000002b5iREAQ,120,0,0,33,-,0,-
47,2022-02-01,a1R3j000002b5igEAA,450,0,421,36,Não Bateu,-15,Sim
48,2022-02-01,a1R3j000002b5ijEAA,0,0,0,33,-,0,-
49,2022-02-01,a1R3j000002b5ikEAA,330,0,281,33,Não Bateu,-19,Não
50,2022-02-01,a1R3j000002b5inEAA,450,0,427,37,Não Bateu,-17,Sim
51,2022-02-01,a1R3j000002b5j5EAA,450,0,0,33,-,0,-
52,2022-02-01,a1R3j000002b5j8EAA,390,60,340,28,Não Bateu,-21,Sim
53,2022-02-01,a1R3j000002b5j9EAA,0,0,0,33,-,0,-
54,2022-02-01,a1R3j000002b5jCEAQ,450,0,408,35,Não Bateu,-19,Sim
55,2022-02-01,a1R3j000002b5jFEAQ,480,0,453,58,Não Bateu,-6,Sim
56,2022-02-01,a1R3j000002b5jIEAQ,330,120,308,35,Não Bateu,-19,Sim
57,2022-02-01,a1R3j000002b5jOEAQ,450,0,395,36,Não Bateu,-18,Sim
58,2022-02-01,a1R3j000002b5jZEAQ,450,0,415,37,Não Bateu,-20,Sim
59,2022-02-01,a1R3j000002b6K9EAI,360,90,345,46,Não Bateu,-18,Sim
60,2022-02-01,a1R3j000002b6KFEAY,180,0,0,33,-,0,-
61,2022-02-01,a1R3j000002b6KGEAY,120,0,0,33,-,0,-
62,2022-02-01,a1R3j000002b6KLEAY,300,0,0,0,Não Bateu,-18,Não
63,2022-02-01,a1R3j000002b6KSEAY,480,0,389,46,Não Bateu,-19,Sim
64,2022-02-01,a1R3j000002b72jEAA,450,0,412,44,Não Bateu,-17,Sim
65,2022-02-01,a1R3j000002b72pEAA,450,0,412,38,Não Bateu,-19,Sim
66,2022-02-01,a1R3j000002b72rEAA,450,0,396,37,Não Bateu,-20,Sim
67,2022-02-01,a1R3j000002b72wEAA,390,60,366,30,Não Bateu,-16,Sim
68,2022-02-01,a1R3j000002b738EAA,450,0,387,32,Não Bateu,-21,Sim
69,2022-02-01,a1R3j000002b73LEAQ,390,60,433,44,Não Bateu,-24,Sim
70,2022-02-01,a1R3j000002b73REAQ,450,0,439,53,Não Bateu,-5,Sim
71,2022-02-01,a1R3j000002b73TEAQ,450,0,0,33,-,0,-
72,2022-02-01,a1R3j000002b73WEAQ,450,0,423,38,Não Bateu,-8,Sim
73,2022-02-01,a1R3j000002b73ZEAQ,450,0,424,40,Não Bateu,-9,Sim
74,2022-02-01,a1R3j000002b73fEAA,450,0,368,25,Não Bateu,-16,Sim
75,2022-02-01,a1R3j000002b73kEAA,330,0,299,26,Não Bateu,-19,Não
76,2022-02-01,a1R3j000002b73rEAA,390,60,0,33,-,0,-
77,2022-02-01,a1R3j000002b73uEAA,330,120,332,29,Não Bateu,-18,Sim
78,2022-02-01,a1R3j000002b742EAA,450,0,408,38,Não Bateu,-23,Sim
79,2022-02-01,a1R3j000002b744EAA,330,0,301,45,Não Bateu,-7,Sim
80,2022-02-01,a1R3j000002b749EAA,450,0,396,37,Não Bateu,-20,Sim
81,2022-02-01,a1R3j000002b7DREAY,0,0,0,33,-,0,-
82,2022-02-01,a1R3j000002b8aSEAQ,450,0,392,34,Não Bateu,-9,Sim
83,2022-02-01,a1R3j000002b8aTEAQ,480,0,439,45,Não Bateu,-12,Não
84,2022-02-01,a1R3j000002b8aVEAQ,300,180,266,47,Não Bateu,-14,Não
85,2022-02-01,a1R3j000002b8aWEAQ,450,0,430,38,Não Bateu,-18,Sim
86,2022-02-01,a1R3j000002b8aZEAQ,450,0,410,36,Não Bateu,-20,Sim
87,2022-02-01,a1R3j000002b8aaEAA,450,0,432,40,Não Bateu,-14,Sim
88,2022-02-01,a1R3j000002b8acEAA,450,0,374,35,Não Bateu,-12,Sim
89,2022-02-01,a1R3j000002b8adEAA,450,0,403,34,Não Bateu,-20,Sim
90,2022-02-01,a1R3j000002b8agEAA,390,90,351,35,Não Bateu,-17,Não
91,2022-02-01,a1R3j000002b8ajEAA,450,0,411,34,Não Bateu,-14,Sim
92,2022-02-01,a1R3j000002b8apEAA,390,60,0,33,-,0,-
93,2022-02-01,a1R3j000002b8arEAA,0,0,0,33,-,0,-
94,2022-02-01,a1R3j000002b8asEAA,0,0,0,33,-,0,-
95,2022-02-01,a1R3j000002b8auEAA,0,0,0,33,-,0,-
96,2022-02-01,a1R3j000002b8avEAA,120,0,0,33,-,0,-
97,2022-02-01,a1R3j000002b8ayEAA,330,120,319,36,Não Bateu,-9,Sim
98,2022-02-01,a1R3j000002b8b0EAA,0,450,191,33,-,0,-
99,2022-02-01,a1R3j000002b8b1EAA,450,0,421,38,Não Bateu,-16,Sim
100,2022-02-01,a1R3j000002b8b3EAA,450,0,410,38,Não Bateu,-19,Sim
101,2022-02-01,a1R3j000002b8bAEAQ,450,0,395,36,Não Bateu,-18,Sim
102,2022-02-01,a1R3j000002b8bCEAQ,450,0,423,49,Não Bateu,-13,Sim
103,2022-02-01,a1R3j000002b8bFEAQ,450,0,384,39,Não Bateu,-20,Não
104,2022-02-01,a1R3j000002b8bGEAQ,480,0,455,47,Não Bateu,-17,Sim
105,2022-02-01,a1R3j000002b8bHEAQ,450,0,381,35,Não Bateu,-20,Sim
106,2022-02-01,a1R3j000002b8bJEAQ,420,0,383,38,Não Bateu,-20,Sim
107,2022-02-01,a1R3j000002b8bKEAQ,480,0,431,44,Não Bateu,-20,Sim
108,2022-02-01,a1R3j000002b8bPEAQ,450,0,401,41,Não Bateu,-16,Sim
109,2022-02-01,a1R3j000002b8bQEAQ,450,0,294,44,Não Bateu,-15,Sim
110,2022-02-01,a1R3j000002b8bREAQ,450,0,259,45,Não Bateu,-21,Não
111,2022-02-01,a1R3j000002b8bVEAQ,450,0,415,43,Não Bateu,-12,Sim
112,2022-02-01,a1R3j000002b8bWEAQ,390,60,358,30,Não Bateu,-17,Sim
113,2022-02-01,a1R3j000002b8bZEAQ,390,60,359,45,Não Bateu,-15,Sim
114,2022-02-01,a1R3j000002b8baEAA,0,0,0,33,-,0,-
115,2022-02-01,a1R3j000002b8bgEAA,450,0,406,38,Não Bateu,-14,Sim
116,2022-02-01,a1R3j000002bAacEAE,360,60,342,34,Não Bateu,-19,Sim
117,2022-02-01,a1R3j000002bAakEAE,390,60,375,53,Não Bateu,-7,Sim
118,2022-02-01,a1R3j000002bAapEAE,450,0,389,32,Não Bateu,-16,Sim
119,2022-02-01,a1R3j000002bAaqEAE,450,0,0,33,-,0,-
120,2022-02-01,a1R3j000002bAaxEAE,480,0,420,45,Não Bateu,-20,Sim
121,2022-02-01,a1R3j000002bAb4EAE,0,0,0,33,-,0,-
122,2022-02-01,a1R3j000002bAbHEAU,450,0,294,42,Não Bateu,-20,Sim
123,2022-02-01,a1R3j000002bAbKEAU,450,0,392,33,Não Bateu,-20,Sim
124,2022-02-01,a1R3j000002bBoMEAU,420,0,265,21,Não Bateu,-20,Sim
125,2022-02-01,a1R3j000002bBoVEAU,420,0,0,33,-,0,-
126,2022-02-01,a1R3j000002bBodEAE,420,0,268,18,Não Bateu,-20,Sim
127,2022-02-01,a1R3j000002bBohEAE,420,0,403,30,Não Bateu,-20,Não
128,2022-02-01,a1R3j000002bBp3EAE,420,0,349,37,Não Bateu,-19,Não
129,2022-02-01,a1R3j000002bBpKEAU,420,0,201,23,Não Bateu,-20,Não
130,2022-02-01,a1R3j000002bBpmEAE,360,0,182,10,Não Bateu,-20,Não
131,2022-02-01,a1R3j000002bBpnEAE,420,0,270,32,Não Bateu,-19,Sim
132,2022-02-01,a1R3j000002bBppEAE,420,0,196,15,Não Bateu,-20,Sim
133,2022-02-01,a1R3j000002bBq2EAE,420,0,345,51,Não Bateu,-17,Sim
134,2022-02-01,a1R3j000002bC02EAE,450,0,423,39,Não Bateu,-22,Sim
135,2022-02-01,a1R3j000002bC0REAU,0,450,293,33,-,0,-
136,2022-02-01,a1R3j000002bCYWEA2,450,0,418,50,Não Bateu,-13,Sim
137,2022-02-01,a1R3j000002bCYaEAM,330,120,302,41,Não Bateu,-20,Não
138,2022-02-01,a1R3j000002bCYbEAM,420,0,396,25,Não Bateu,-15,Sim
139,2022-02-01,a1R3j000002bCYcEAM,420,0,0,0,Não Bateu,-10,Não
140,2022-02-01,a1R3j000002bCYjEAM,300,30,287,29,Não Bateu,-19,Sim
141,2022-02-01,a1R3j000002bCYkEAM,420,0,341,43,Não Bateu,-19,Não
142,2022-02-01,a1R3j000002bCoWEAU,0,0,0,33,-,0,-
143,2022-02-01,a1R3j000002bCoYEAU,450,0,409,34,Não Bateu,-19,Sim
144,2022-02-01,a1R3j000002bCoZEAU,480,0,433,59,Não Bateu,-10,Sim
145,2022-02-01,a1R3j000002bCoaEAE,450,0,411,37,Não Bateu,-19,Sim
146,2022-02-01,a1R3j000002bCoeEAE,450,0,411,43,Não Bateu,-17,Sim
147,2022-02-01,a1R3j000002bCohEAE,330,120,288,40,Não Bateu,-16,Não
148,2022-02-01,a1R3j000002bCoiEAE,450,0,388,36,Não Bateu,-19,Sim
149,2022-02-01,a1R3j000002bColEAE,450,0,372,46,Não Bateu,-21,Não
150,2022-02-01,a1R3j000002bCopEAE,480,0,422,43,Não Bateu,-16,Não
151,2022-02-01,a1R3j000002bCorEAE,450,0,251,43,Não Bateu,-20,Não
152,2022-02-01,a1R3j000002bCosEAE,0,540,0,33,-,0,-
153,2022-02-01,a1R3j000002bCoxEAE,480,0,430,44,Não Bateu,-19,Sim
154,2022-02-01,a1R3j000002bCoyEAE,0,0,0,33,-,0,-
155,2022-02-01,a1R3j000002bCp0EAE,420,0,228,12,Não Bateu,-24,Sim
156,2022-02-01,a1R3j000002bCp3EAE,480,0,388,39,Não Bateu,-21,Sim
157,2022-02-01,a1R3j000002bCp5EAE,450,0,398,34,Não Bateu,-20,Sim
158,2022-02-01,a1R3j000002bCp9EAE,450,0,0,33,-,0,-
159,2022-02-01,a1R3j000002bCpAEAU,450,0,231,40,Não Bateu,-9,Não
160,2022-02-01,a1R3j000002bCpBEAU,450,0,410,36,Não Bateu,-20,Sim
161,2022-02-01,a1R3j000002bCpEEAU,0,0,0,33,-,0,-
162,2022-02-01,a1R3j000002bCpMEAU,450,0,409,35,Não Bateu,-17,Sim
163,2022-02-01,a1R3j000002bCpQEAU,450,0,422,51,Não Bateu,-10,Sim
164,2022-02-01,a1R3j000003gAfYEAU,450,0,418,43,Não Bateu,-21,Sim
165,2022-02-01,a1R3j000003gAfxEAE,0,0,0,33,-,0,-
166,2022-02-01,a1R3j000003gCfZEAU,330,0,301,34,Não Bateu,-19,Sim
167,2022-02-01,a1R3j000003gDbyEAE,330,0,292,39,Não Bateu,-18,Sim
168,2022-02-01,a1R3j000003gDcAEAU,450,0,399,36,Não Bateu,-19,Sim
169,2022-02-01,a1R3j000003gDcHEAU,450,0,314,50,Não Bateu,-9,Sim
170,2022-02-01,a1R3j000003gDxlEAE,450,0,430,52,Não Bateu,-5,Sim
171,2022-02-01,a1R3j000003gDxoEAE,480,0,428,47,Não Bateu,-20,Sim
172,2022-02-01,a1R3j000003gDxpEAE,390,0,0,0,Não Bateu,-20,Não
173,2022-02-01,a1R3j000003gE88EAE,450,0,396,37,Não Bateu,-20,Não
174,2022-02-01,a1R3j000003gEBaEAM,450,0,437,39,Não Bateu,-19,Sim
175,2022-02-01,a1R3j000003gEBdEAM,480,0,284,46,Não Bateu,-20,Não
176,2022-02-01,a1R3j000003gEBhEAM,480,0,417,43,Não Bateu,-23,Sim
177,2022-02-01,a1R3j000003gEBiEAM,450,0,435,39,Não Bateu,-16,Sim
178,2022-02-01,a1R3j000003gEBnEAM,0,0,0,33,-,0,-
179,2022-02-01,a1R3j000003gEBoEAM,480,0,369,42,Não Bateu,-20,Sim
180,2022-02-01,a1R3j000003gEBqEAM,360,120,323,46,Não Bateu,-19,Sim
181,2022-02-01,a1R3j000003gEBuEAM,390,60,362,27,Não Bateu,-21,Sim
182,2022-02-01,a1R3j000003gEBxEAM,450,0,381,40,Não Bateu,-17,Sim
183,2022-02-01,a1R3j000003gEBzEAM,330,0,284,37,Não Bateu,-19,Não
184,2022-02-01,a1R3j000003gEC0EAM,330,120,298,40,Não Bateu,-20,Sim
185,2022-02-01,a1R3j000003gEC4EAM,450,0,362,35,Não Bateu,-5,Sim
186,2022-02-01,a1R3j000003gEC7EAM,450,0,420,38,Não Bateu,-17,Sim
187,2022-02-01,a1R3j000003gECAEA2,450,0,0,33,-,0,-
188,2022-02-01,a1R3j000003gECCEA2,420,30,387,35,Não Bateu,-17,Sim
189,2022-02-01,a1R3j000003gECEEA2,450,0,386,33,Não Bateu,-14,Sim
190,2022-02-01,a1R3j000003gECOEA2,450,0,419,39,Não Bateu,-19,Sim
191,2022-02-01,a1R3j000003gECXEA2,480,0,426,55,Não Bateu,-13,Sim
192,2022-02-01,a1R3j000003gECYEA2,450,0,425,36,Não Bateu,-13,Sim
193,2022-02-01,a1R3j000003gECeEAM,450,0,386,50,Não Bateu,-6,Sim
194,2022-02-01,a1R3j000003gEChEAM,450,0,429,46,Não Bateu,-8,Sim
195,2022-02-01,a1R3j000003gECkEAM,420,60,414,54,Não Bateu,-15,Sim
196,2022-02-01,a1R3j000003gEClEAM,120,0,0,33,-,0,-
197,2022-02-01,a1R3j000003gECmEAM,450,0,388,33,Não Bateu,-20,Sim
198,2022-02-01,a1R3j000003gECpEAM,450,0,410,37,Não Bateu,-14,Sim
199,2022-02-01,a1R3j000003gFUiEAM,480,0,364,46,Não Bateu,-19,Sim
200,2022-02-01,a1R3j000003gFUqEAM,420,30,392,42,Não Bateu,-17,Sim
201,2022-02-01,a1R3j000003gFUtEAM,450,0,427,39,Não Bateu,-17,Sim
202,2022-02-01,a1R3j000003gFUyEAM,270,60,239,7,Não Bateu,-19,Não
203,2022-02-01,a1R3j000003gFV2EAM,420,0,382,27,Não Bateu,-17,Não
204,2022-02-01,a1R3j000003gFV4EAM,0,0,0,33,-,0,-
205,2022-02-01,a1R3j000003gFV5EAM,450,0,0,33,-,0,-
206,2022-02-01,a1R3j000003gFtMEAU,450,0,405,35,Não Bateu,-18,Sim
207,2022-02-01,a1R3j000003gGHzEAM,450,0,432,37,Não Bateu,-18,Sim
208,2022-02-01,a1R3j000003gGI1EAM,0,480,0,33,-,0,-
209,2022-02-01,a1R3j000003gGI6EAM,450,0,427,45,Não Bateu,-17,Sim
210,2022-02-01,a1R3j000003gGI9EAM,450,30,413,35,Não Bateu,-19,Sim
211,2022-02-01,a1R3j000003gGIBEA2,330,0,303,45,Não Bateu,-18,Sim
212,2022-02-01,a1R3j000003gGIFEA2,450,0,425,39,Não Bateu,-20,Sim
213,2022-02-01,a1R3j000003gGIHEA2,480,0,283,46,Não Bateu,-18,Sim
214,2022-02-01,a1R3j000003gGIIEA2,450,0,0,33,-,0,-
215,2022-02-01,a1R3j000003gGIPEA2,450,0,436,39,Não Bateu,-18,Sim
216,2022-02-01,a1R3j000003gGITEA2,450,0,428,39,Não Bateu,-14,Sim
217,2022-02-01,a1R3j000003gGIfEAM,450,0,0,33,-,0,-
218,2022-02-01,a1R3j000003gGIhEAM,450,0,434,40,Não Bateu,-21,Sim
219,2022-02-01,a1R3j000003gGIiEAM,0,0,0,33,-,0,-
220,2022-02-01,a1R3j000003gGImEAM,450,0,433,39,Não Bateu,-19,Sim
221,2022-02-01,a1R3j000003gGIqEAM,420,30,388,33,Não Bateu,-13,Sim
222,2022-02-01,a1R3j000003gGIuEAM,450,0,394,35,Não Bateu,-19,Sim
223,2022-02-01,a1R3j000003gGIxEAM,420,0,420,70,Não Bateu,-6,Sim
224,2022-02-01,a1R3j000003gGJ9EAM,450,0,418,38,Não Bateu,-21,Sim
225,2022-02-01,a1R3j000003gGJCEA2,450,0,386,32,Não Bateu,-19,Sim
226,2022-02-01,a1R3j000003gGJIEA2,450,0,411,37,Não Bateu,-18,Sim
227,2022-02-01,a1R3j000003gGXrEAM,420,0,379,50,Não Bateu,-18,Sim
228,2022-02-01,a1R3j000003gGYFEA2,420,0,268,20,Não Bateu,-20,Sim
229,2022-02-01,a1R3j000003gGYGEA2,420,0,0,0,Não Bateu,-19,Não
230,2022-02-01,a1R3j000003gGYREA2,420,0,0,0,Não Bateu,-19,Não
231,2022-02-01,a1R3j000003gGYVEA2,420,0,288,23,Não Bateu,-20,Não
232,2022-02-01,a1R3j000003gGYeEAM,420,0,353,29,Não Bateu,-19,Não
233,2022-02-01,a1R3j000003gGYsEAM,420,0,320,28,Não Bateu,-19,Sim
234,2022-02-01,a1R3j000003gGZ0EAM,420,0,271,26,Não Bateu,-20,Sim
235,2022-02-01,a1R3j000003gGZ3EAM,420,0,0,33,-,0,-
236,2022-02-01,a1R3j000003gGZZEA2,420,0,281,20,Não Bateu,-19,Sim
237,2022-02-01,a1R3j000003gGZhEAM,480,0,0,0,Não Bateu,-20,Não
238,2022-02-01,a1R3j000003gGZkEAM,420,0,411,32,Não Bateu,-20,Sim
239,2022-02-01,a1R3j000003gH1YEAU,420,0,216,17,Não Bateu,-20,Não
240,2022-02-01,a1R3j000003gH1ZEAU,390,60,258,31,Não Bateu,-19,Sim
241,2022-02-01,a1R3j000003gH1aEAE,390,0,178,10,Não Bateu,-19,Não
242,2022-02-01,a1R3j000003gH1bEAE,390,0,0,0,Não Bateu,-19,Não
243,2022-02-01,a1R3j000003gH1dEAE,300,120,143,36,Não Bateu,-24,Não
244,2022-02-01,a1R3j000003gH5hEAE,390,0,339,52,Não Bateu,-16,Sim
245,2022-02-01,a1R3j000003gHIhEAM,420,0,313,20,Não Bateu,-19,Sim
246,2022-02-01,a1R3j000003gHIjEAM,420,0,293,16,Não Bateu,-19,Sim
247,2022-02-01,a1R3j000003gHIkEAM,390,0,371,22,Não Bateu,-17,Não
248,2022-02-01,a1R3j000003gHJXEA2,450,0,399,37,Não Bateu,-21,Não
249,2022-02-01,a1R3j000003gHJaEAM,450,0,389,37,Não Bateu,-13,Sim
250,2022-02-01,a1R3j000003gHJbEAM,450,0,427,44,Não Bateu,-21,Sim
251,2022-02-01,a1R3j000003gHJcEAM,450,0,428,38,Não Bateu,-19,Sim
252,2022-02-01,a1R3j000003gHJdEAM,210,120,88,0,Não Bateu,-19,Não
253,2022-02-01,a1R3j000003gHJeEAM,450,0,427,39,Não Bateu,-17,Sim
254,2022-02-01,a1R3j000003gHJfEAM,0,0,0,33,-,0,-
255,2022-02-01,a1R3j000003gHJgEAM,450,0,426,39,Não Bateu,-20,Não
256,2022-02-01,a1R3j000003gHJhEAM,450,0,435,41,Não Bateu,-19,Sim
257,2022-02-01,a1R3j000003gHJjEAM,450,0,417,39,Não Bateu,-16,Sim
258,2022-02-01,a1R3j000003gHJkEAM,390,60,356,40,Não Bateu,-18,Sim
259,2022-02-01,a1R3j000003gHJlEAM,450,0,404,30,Não Bateu,-20,Não
260,2022-02-01,a1R3j000003gHJnEAM,450,0,408,39,Não Bateu,-12,Sim
261,2022-02-01,a1R3j000003gHJoEAM,450,0,288,45,Não Bateu,-21,Sim
262,2022-02-01,a1R3j000003gHJpEAM,450,0,406,43,Não Bateu,-17,Sim
263,2022-02-01,a1R3j000003gHJqEAM,450,0,423,38,Não Bateu,-19,Sim
264,2022-02-01,a1R3j000003gHJtEAM,330,0,292,41,Não Bateu,-18,Sim
265,2022-02-01,a1R3j000003gHJuEAM,330,0,303,40,Não Bateu,-18,Sim
266,2022-02-01,a1R3j000003gHJwEAM,450,0,406,38,Não Bateu,-17,Sim
267,2022-02-01,a1R3j000003gHJxEAM,420,60,372,22,Não Bateu,-15,Sim
268,2022-02-01,a1R3j000003gHJyEAM,420,30,403,48,Não Bateu,-17,Sim
269,2022-02-01,a1R3j000003gHJzEAM,450,0,429,45,Não Bateu,-18,Sim
270,2022-02-01,a1R3j000003gHK0EAM,330,0,295,43,Não Bateu,-18,Sim
271,2022-02-01,a1R3j000003gHK1EAM,180,0,162,0,Não Bateu,-27,Não
272,2022-02-01,a1R3j000003gHK5EAM,450,0,408,42,Não Bateu,-19,Sim
273,2022-02-01,a1R3j000003gHK6EAM,450,0,398,36,Não Bateu,-18,Sim
274,2022-02-01,a1R3j000003gHK7EAM,450,0,408,44,Não Bateu,-17,Sim
275,2022-02-01,a1R3j000003gHK8EAM,480,0,433,47,Não Bateu,-20,Sim
276,2022-02-01,a1R3j000003gHK9EAM,450,0,423,38,Não Bateu,-20,Sim
277,2022-02-01,a1R3j000003gHKAEA2,450,0,402,31,Não Bateu,-20,Sim
278,2022-02-01,a1R3j000003gHKBEA2,450,0,435,38,Não Bateu,-19,Sim
279,2022-02-01,a1R3j000003gHKCEA2,480,0,412,42,Não Bateu,-11,Sim
280,2022-02-01,a1R3j000003gHKDEA2,0,480,0,33,-,0,-
281,2022-02-01,a1R3j000003gHKEEA2,0,0,19,33,-,0,-
282,2022-02-01,a1R3j000003gHKGEA2,450,0,406,46,Não Bateu,-17,Sim
283,2022-02-01,a1R3j000003gHKIEA2,240,210,353,21,Não Bateu,-20,Sim
284,2022-02-01,a1R3j000003gHKKEA2,450,0,391,38,Não Bateu,-19,Sim
285,2022-02-01,a1R3j000003gHKNEA2,450,0,414,38,Não Bateu,-11,Sim
286,2022-02-01,a1R3j000003gHKOEA2,450,0,390,36,Não Bateu,-18,Sim
287,2022-02-01,a1R3j000003gHKUEA2,480,0,274,44,Não Bateu,-20,Sim
288,2022-02-01,a1R3j000003gHKVEA2,450,0,389,48,Não Bateu,-18,Sim
289,2022-02-01,a1R3j000003gHKYEA2,0,0,0,33,-,0,-
290,2022-02-01,a1R3j000003gHKZEA2,450,0,352,36,Não Bateu,-19,Não
291,2022-02-01,a1R3j000003gHKcEAM,450,0,444,46,Não Bateu,-20,Sim
292,2022-02-01,a1R3j000003gHKeEAM,390,60,373,38,Não Bateu,-18,Sim
293,2022-02-01,a1R3j000003gHKfEAM,450,0,414,38,Não Bateu,-19,Sim
294,2022-02-01,a1R3j000003gHKgEAM,450,0,435,41,Não Bateu,-19,Sim
295,2022-02-01,a1R3j000003gHKiEAM,450,0,424,40,Não Bateu,-18,Sim
296,2022-02-01,a1R3j000003gHKjEAM,450,0,400,34,Não Bateu,-21,Sim
297,2022-02-01,a1R3j000003gHL3EAM,390,0,272,33,Não Bateu,-20,Não
298,2022-02-01,a1R3j000003gHL4EAM,420,0,0,0,Não Bateu,-20,Não
299,2022-02-01,a1R3j000003gHOGEA2,330,0,302,33,Não Bateu,-18,Sim
300,2022-02-01,a1R3j000003gHOHEA2,450,0,418,40,Não Bateu,-17,Sim
301,2022-02-01,a1R3j000003gHOLEA2,270,210,228,33,Não Bateu,-19,Sim
302,2022-02-01,a1R3j000003gHONEA2,480,0,378,47,Não Bateu,-20,Sim
303,2022-02-01,a1R3j000003gHOOEA2,450,0,396,17,Não Bateu,-23,Sim
304,2022-02-01,a1R3j000003gHOPEA2,270,0,162,13,Não Bateu,-23,Sim
305,2022-02-01,a1R3j000003gHOTEA2,390,60,309,44,Não Bateu,-18,Sim
306,2022-02-01,a1R3j000003gHOUEA2,330,0,307,27,Não Bateu,-18,Não
307,2022-02-01,a1R3j000003gHOXEA2,450,0,406,36,Não Bateu,-10,Sim
308,2022-02-01,a1R3j000003gHOdEAM,480,0,417,44,Não Bateu,-16,Não
309,2022-02-01,a1R3j000003gHOfEAM,450,0,331,43,Não Bateu,-19,Não
310,2022-02-01,a1R3j000003gHOlEAM,480,0,435,42,Não Bateu,-18,Sim
311,2022-02-01,a1R3j000003gHOoEAM,450,0,0,0,Não Bateu,-1,Não
312,2022-02-01,a1R3j000003gHOpEAM,0,0,318,33,-,0,-
