,Data,ID,t_Atendimento_min,t_Projetos_min,t_Logado_min,Disp_%,Meta_Disp,Pontuação,Atraso
1886,2022-02-04,a1R3j000003gECAEA2,450,0,429,44,Não Bateu,-14,Sim
1887,2022-02-04,a1R3j000003gECCEA2,480,0,450,46,Não Bateu,-17,Sim
1888,2022-02-04,a1R3j000003gECEEA2,480,0,427,57,Não Bateu,-14,Sim
1889,2022-02-04,a1R3j000003gECOEA2,480,0,417,42,Não Bateu,-19,Sim
1890,2022-02-04,a1R3j000003gECQEA2,0,0,0,33,-,0,-
1891,2022-02-04,a1R3j000003gECXEA2,450,0,435,55,Não Bateu,-13,Sim
1892,2022-02-04,a1R3j000003gECYEA2,480,0,437,59,Não Bateu,-13,Sim
1893,2022-02-04,a1R3j000003gECeEAM,480,0,5002,50,Não Bateu,-6,Sim
1894,2022-02-04,a1R3j000003gEChEAM,480,0,443,61,Não Bateu,-8,Sim
1895,2022-02-04,a1R3j000003gECkEAM,480,0,435,45,Não Bateu,-15,Sim
1896,2022-02-04,a1R3j000003gEClEAM,300,0,93,23,Não Bateu,-10,Sim
1897,2022-02-04,a1R3j000003gECmEAM,480,0,414,44,Não Bateu,-20,Sim
1898,2022-02-04,a1R3j000003gECpEAM,0,0,0,33,-,0,-
1899,2022-02-04,a1R3j000003gFUiEAM,330,0,324,36,Não Bateu,-19,Sim
1900,2022-02-04,a1R3j000003gFUqEAM,480,0,432,57,Não Bateu,-17,Sim
1901,2022-02-04,a1R3j000003gFUtEAM,480,0,432,46,Não Bateu,-17,Sim
1902,2022-02-04,a1R3j000003gFUyEAM,0,0,0,33,-,0,-
1903,2022-02-04,a1R3j000003gFV2EAM,480,0,442,45,Não Bateu,-17,Sim
1904,2022-02-04,a1R3j000003gFV4EAM,480,0,441,45,Não Bateu,-17,Sim
1905,2022-02-04,a1R3j000003gFV5EAM,450,0,0,33,-,0,-
1906,2022-02-04,a1R3j000003gFtMEAU,480,0,427,43,Não Bateu,-18,Sim
1907,2022-02-04,a1R3j000003gGHzEAM,480,0,430,46,Não Bateu,-18,Sim
1908,2022-02-04,a1R3j000003gGI1EAM,0,480,0,33,-,0,-
1909,2022-02-04,a1R3j000003gGI6EAM,480,0,448,51,Não Bateu,-17,Sim
1910,2022-02-04,a1R3j000003gGI9EAM,420,60,304,39,Não Bateu,-19,Sim
1911,2022-02-04,a1R3j000003gGIBEA2,360,0,322,49,Não Bateu,-18,Sim
1912,2022-02-04,a1R3j000003gGIFEA2,450,0,436,41,Não Bateu,-20,Sim
1913,2022-02-04,a1R3j000003gGIHEA2,450,0,305,35,Não Bateu,-18,Sim
1914,2022-02-04,a1R3j000003gGIIEA2,420,60,384,38,Não Bateu,-17,Não
1915,2022-02-04,a1R3j000003gGIPEA2,420,60,396,39,Não Bateu,-18,Não
1916,2022-02-04,a1R3j000003gGITEA2,480,0,455,53,Não Bateu,-14,Sim
1917,2022-02-04,a1R3j000003gGIfEAM,450,0,511,57,Não Bateu,-13,Sim
1918,2022-02-04,a1R3j000003gGIhEAM,420,60,421,46,Não Bateu,-21,Sim
1919,2022-02-04,a1R3j000003gGIiEAM,240,0,228,23,Não Bateu,-11,Sim
1920,2022-02-04,a1R3j000003gGImEAM,0,0,0,33,-,0,-
1921,2022-02-04,a1R3j000003gGIoEAM,450,0,403,49,Não Bateu,-18,Sim
1922,2022-02-04,a1R3j000003gGIqEAM,0,0,0,33,-,0,-
1923,2022-02-04,a1R3j000003gGIuEAM,480,0,427,49,Não Bateu,-19,Sim
1924,2022-02-04,a1R3j000003gGIxEAM,240,0,349,49,Não Bateu,-6,Sim
1925,2022-02-04,a1R3j000003gGJ9EAM,480,0,426,47,Não Bateu,-21,Sim
1926,2022-02-04,a1R3j000003gGJCEA2,480,0,322,26,Não Bateu,-19,Sim
1927,2022-02-04,a1R3j000003gGJIEA2,450,0,419,40,Não Bateu,-18,Sim
1928,2022-02-04,a1R3j000003gGXrEAM,420,0,279,36,Não Bateu,-18,Sim
1929,2022-02-04,a1R3j000003gGYFEA2,420,0,244,22,Não Bateu,-20,Não
1930,2022-02-04,a1R3j000003gGYGEA2,420,0,276,22,Não Bateu,-19,Sim
1931,2022-02-04,a1R3j000003gGYREA2,360,60,0,0,Não Bateu,-19,Não
1932,2022-02-04,a1R3j000003gGYVEA2,420,0,265,18,Não Bateu,-20,Não
1933,2022-02-04,a1R3j000003gGYeEAM,450,0,391,42,Não Bateu,-19,Sim
1934,2022-02-04,a1R3j000003gGYuEAM,360,60,258,23,Não Bateu,-21,Não
1935,2022-02-04,a1R3j000003gGZ0EAM,330,60,201,11,Não Bateu,-20,Sim
1936,2022-02-04,a1R3j000003gGZ3EAM,360,60,0,33,-,0,-
1937,2022-02-04,a1R3j000003gGZZEA2,390,0,319,28,Não Bateu,-19,Sim
1938,2022-02-04,a1R3j000003gGZhEAM,480,0,0,0,Não Bateu,-20,Não
1939,2022-02-04,a1R3j000003gGZkEAM,420,0,367,30,Não Bateu,-20,Sim
1940,2022-02-04,a1R3j000003gH1YEAU,390,0,181,13,Não Bateu,-20,Sim
1941,2022-02-04,a1R3j000003gH1aEAE,1260,0,0,0,Não Bateu,-19,Não
1942,2022-02-04,a1R3j000003gH1bEAE,0,0,0,33,-,0,-
1943,2022-02-04,a1R3j000003gH1dEAE,360,120,330,22,Não Bateu,-24,Sim
1944,2022-02-04,a1R3j000003gH1lEAE,420,60,300,34,Não Bateu,-20,Sim
1945,2022-02-04,a1R3j000003gHIhEAM,480,0,258,29,Não Bateu,-19,Não
1946,2022-02-04,a1R3j000003gHIjEAM,390,0,321,21,Não Bateu,-19,Sim
1947,2022-02-04,a1R3j000003gHIkEAM,420,0,412,35,Não Bateu,-17,Sim
1948,2022-02-04,a1R3j000003gHJXEA2,480,0,411,42,Não Bateu,-21,Sim
1949,2022-02-04,a1R3j000003gHJaEAM,480,0,426,44,Não Bateu,-13,Sim
1950,2022-02-04,a1R3j000003gHJbEAM,480,0,440,46,Não Bateu,-21,Sim
1951,2022-02-04,a1R3j000003gHJcEAM,480,0,450,46,Não Bateu,-19,Sim
1952,2022-02-04,a1R3j000003gHJdEAM,480,0,432,33,Não Bateu,-19,Sim
1953,2022-02-04,a1R3j000003gHJeEAM,480,0,454,47,Não Bateu,-17,Sim
1954,2022-02-04,a1R3j000003gHJfEAM,0,0,0,33,-,0,-
1955,2022-02-04,a1R3j000003gHJgEAM,480,0,441,45,Não Bateu,-20,Sim
1956,2022-02-04,a1R3j000003gHJhEAM,480,0,453,46,Não Bateu,-19,Sim
1957,2022-02-04,a1R3j000003gHJiEAM,480,0,0,0,Não Bateu,-17,Não
1958,2022-02-04,a1R3j000003gHJjEAM,450,0,455,42,Não Bateu,-16,Sim
1959,2022-02-04,a1R3j000003gHJkEAM,390,60,435,33,Não Bateu,-18,Sim
1960,2022-02-04,a1R3j000003gHJlEAM,480,0,436,46,Não Bateu,-20,Sim
1961,2022-02-04,a1R3j000003gHJnEAM,480,0,449,47,Não Bateu,-12,Sim
1962,2022-02-04,a1R3j000003gHJoEAM,480,0,591,47,Não Bateu,-21,Sim
1963,2022-02-04,a1R3j000003gHJpEAM,390,0,431,53,Não Bateu,-17,Sim
1964,2022-02-04,a1R3j000003gHJqEAM,390,90,356,45,Não Bateu,-19,Sim
1965,2022-02-04,a1R3j000003gHJrEAM,480,0,408,49,Não Bateu,-19,Sim
1966,2022-02-04,a1R3j000003gHJtEAM,360,0,314,45,Não Bateu,-18,Sim
1967,2022-02-04,a1R3j000003gHJvEAM,480,0,457,54,Não Bateu,-15,Sim
1968,2022-02-04,a1R3j000003gHJwEAM,0,0,0,33,-,0,-
1969,2022-02-04,a1R3j000003gHJxEAM,480,0,389,55,Não Bateu,-15,Sim
1970,2022-02-04,a1R3j000003gHK0EAM,330,0,303,44,Não Bateu,-18,Sim
1971,2022-02-04,a1R3j000003gHK1EAM,420,60,404,25,Não Bateu,-27,Sim
1972,2022-02-04,a1R3j000003gHK5EAM,390,60,434,38,Não Bateu,-19,Sim
1973,2022-02-04,a1R3j000003gHK6EAM,450,0,394,35,Não Bateu,-18,Sim
1974,2022-02-04,a1R3j000003gHK8EAM,480,0,438,33,Não Bateu,-20,Sim
1975,2022-02-04,a1R3j000003gHK9EAM,480,0,445,46,Não Bateu,-20,Sim
1976,2022-02-04,a1R3j000003gHKAEA2,420,60,437,46,Não Bateu,-20,Sim
1977,2022-02-04,a1R3j000003gHKBEA2,480,0,491,53,Não Bateu,-19,Sim
1978,2022-02-04,a1R3j000003gHKCEA2,480,0,399,39,Não Bateu,-11,Sim
1979,2022-02-04,a1R3j000003gHKDEA2,480,0,0,0,Não Bateu,-19,Não
1980,2022-02-04,a1R3j000003gHKEEA2,480,0,278,45,Não Bateu,-17,Sim
1981,2022-02-04,a1R3j000003gHKGEA2,480,0,435,60,Não Bateu,-17,Sim
1982,2022-02-04,a1R3j000003gHKHEA2,360,0,350,35,Não Bateu,-20,Não
1983,2022-02-04,a1R3j000003gHKIEA2,120,360,288,0,Não Bateu,-20,Não
1984,2022-02-04,a1R3j000003gHKKEA2,480,0,457,48,Não Bateu,-19,Sim
1985,2022-02-04,a1R3j000003gHKLEA2,300,60,274,29,Não Bateu,-19,Não
1986,2022-02-04,a1R3j000003gHKNEA2,480,0,423,47,Não Bateu,-11,Sim
1987,2022-02-04,a1R3j000003gHKOEA2,480,0,220,38,Não Bateu,-18,Sim
1988,2022-02-04,a1R3j000003gHKUEA2,480,0,51,0,Não Bateu,-20,Sim
1989,2022-02-04,a1R3j000003gHKVEA2,480,0,353,38,Não Bateu,-18,Não
1990,2022-02-04,a1R3j000003gHKYEA2,0,0,0,33,-,0,-
1991,2022-02-04,a1R3j000003gHKZEA2,390,0,374,42,Não Bateu,-19,Sim
1992,2022-02-04,a1R3j000003gHKbEAM,0,0,0,33,-,0,-
1993,2022-02-04,a1R3j000003gHKcEAM,0,0,0,33,-,0,-
1994,2022-02-04,a1R3j000003gHKfEAM,480,0,440,46,Não Bateu,-19,Sim
1995,2022-02-04,a1R3j000003gHKgEAM,450,0,460,44,Não Bateu,-19,Sim
1996,2022-02-04,a1R3j000003gHKiEAM,480,0,438,46,Não Bateu,-18,Sim
1997,2022-02-04,a1R3j000003gHKjEAM,330,120,288,32,Não Bateu,-21,Sim
1998,2022-02-04,a1R3j000003gHL3EAM,0,0,0,33,-,0,-
1999,2022-02-04,a1R3j000003gHL4EAM,420,0,250,24,Não Bateu,-20,Sim
2000,2022-02-04,a1R3j000003gHO9EAM,360,0,313,44,Não Bateu,-19,Sim
2001,2022-02-04,a1R3j000003gHOGEA2,360,0,300,41,Não Bateu,-18,Sim
2002,2022-02-04,a1R3j000003gHOLEA2,360,120,311,8,Não Bateu,-19,Sim
2003,2022-02-04,a1R3j000003gHONEA2,480,0,435,47,Não Bateu,-20,Sim
2004,2022-02-04,a1R3j000003gHOOEA2,0,0,0,33,-,0,-
2005,2022-02-04,a1R3j000003gHOPEA2,0,0,0,33,-,0,-
2006,2022-02-04,a1R3j000003gHOTEA2,180,0,338,0,Não Bateu,-18,Sim
2007,2022-02-04,a1R3j000003gHOUEA2,300,60,276,35,Não Bateu,-18,Não
2008,2022-02-04,a1R3j000003gHOXEA2,480,0,462,48,Não Bateu,-10,Sim
2009,2022-02-04,a1R3j000003gHOdEAM,480,0,444,46,Não Bateu,-16,Não
2010,2022-02-04,a1R3j000003gHOfEAM,480,0,364,46,Não Bateu,-19,Não
2011,2022-02-04,a1R3j000003gHOlEAM,480,0,445,46,Não Bateu,-18,Não
2012,2022-02-04,a1R3j000003gHOnEAM,480,0,452,47,Não Bateu,-17,Sim
2013,2022-02-04,a1R3j000003gHOoEAM,450,0,0,33,-,0,-
2014,2022-02-04,a1R3j000003gHOpEAM,420,0,380,40,Não Bateu,-17,Sim
2015,2022-02-04,a1R3j000003gHOrEAM,360,0,346,46,Não Bateu,-20,Sim
2016,2022-02-04,a1R3j000003gHOsEAM,480,0,422,44,Não Bateu,-19,Sim
2017,2022-02-04,a1R3j000003gHP3EAM,480,0,419,30,Não Bateu,-18,Sim
2018,2022-02-04,a1R3j000003gHP5EAM,480,0,452,47,Não Bateu,-20,Sim
2019,2022-02-04,a1R3j000003gHP7EAM,360,0,329,45,Não Bateu,-20,Sim
2020,2022-02-04,a1R3j000003gHP8EAM,420,60,366,40,Não Bateu,-10,Sim
2021,2022-02-04,a1R3j000003gHPCEA2,480,0,459,47,Não Bateu,-20,Sim
2022,2022-02-04,a1R3j000003gHPEEA2,480,0,455,45,Não Bateu,-19,Sim
2023,2022-02-04,a1R3j000003gHPFEA2,480,0,445,45,Não Bateu,-15,Não
2024,2022-02-04,a1R3j000003gHPJEA2,600,0,527,34,Não Bateu,-22,Sim
2025,2022-02-04,a1R3j000003gHPLEA2,450,0,458,44,Não Bateu,-20,Sim
2026,2022-02-04,a1R3j000003gHPMEA2,450,0,482,42,Não Bateu,-18,Sim
2027,2022-02-04,a1R3j000003gHPNEA2,480,0,457,47,Não Bateu,-16,Sim
2028,2022-02-04,a1R3j000003na7eEAA,480,0,434,43,Não Bateu,-19,Sim
2029,2022-02-04,a1R3j000003na7fEAA,360,0,343,50,Não Bateu,-17,Sim
2030,2022-02-04,a1R3j000003na7mEAA,450,0,413,38,Não Bateu,-19,Sim
2031,2022-02-04,a1R3j000003na7oEAA,480,0,411,41,Não Bateu,-18,Sim
2032,2022-02-04,a1R3j000003na7pEAA,480,0,447,47,Não Bateu,-22,Sim
2033,2022-02-04,a1R3j000003na7qEAA,480,0,430,44,Não Bateu,-18,Sim
2034,2022-02-04,a1R3j000003na7uEAA,450,0,396,37,Não Bateu,-17,Sim
2035,2022-02-04,a1R3j000003na7xEAA,0,0,0,33,-,0,-
2036,2022-02-04,a1R3j000003na7yEAA,480,0,440,46,Não Bateu,-19,Sim
2037,2022-02-04,a1R3j000003na85EAA,480,0,426,47,Não Bateu,-21,Sim
2038,2022-02-04,a1R3j000003na86EAA,450,0,427,38,Não Bateu,-19,Sim
2039,2022-02-04,a1R3j000003na87EAA,450,0,420,42,Não Bateu,-15,Sim
2040,2022-02-04,a1R3j000003na8CEAQ,480,0,430,45,Não Bateu,-19,Sim
2041,2022-02-04,a1R3j000003na8FEAQ,450,30,398,34,Não Bateu,-20,Sim
2042,2022-02-04,a1R3j000003na8GEAQ,0,0,0,33,-,0,-
2043,2022-02-04,a1R3j000003na8IEAQ,360,120,317,25,Não Bateu,-19,Sim
2044,2022-02-04,a1R3j000003na8JEAQ,0,0,0,33,-,0,-
2045,2022-02-04,a1R3j000003na8KEAQ,480,0,419,44,Não Bateu,-20,Sim
2046,2022-02-04,a1R3j000003na8NEAQ,480,0,457,47,Não Bateu,-19,Sim
2047,2022-02-04,a1R3j000003na8OEAQ,480,0,417,45,Não Bateu,-21,Sim
2048,2022-02-04,a1R3j000003na8PEAQ,480,0,460,47,Não Bateu,-21,Sim
2049,2022-02-04,a1R3j000003na8QEAQ,480,0,542,46,Não Bateu,-21,Sim
2050,2022-02-04,a1R3j000003na8REAQ,0,0,0,33,-,0,-
2051,2022-02-04,a1R3j000003na8SEAQ,480,0,457,47,Não Bateu,-20,Sim
2052,2022-02-04,a1R3j000003na8TEAQ,480,0,450,45,Não Bateu,-14,Sim
2053,2022-02-04,a1R3j000003na8VEAQ,480,0,416,42,Não Bateu,-19,Sim
2054,2022-02-04,a1R3j000003nb3uEAA,450,0,415,36,Não Bateu,-18,Sim
2055,2022-02-04,a1R3j000003nb3vEAA,450,0,0,0,Não Bateu,-7,Não
2056,2022-02-04,a1R3j000003nb3wEAA,480,0,430,43,Não Bateu,-20,Sim
2057,2022-02-04,a1R3j000003nb3xEAA,0,0,0,33,-,0,-
2058,2022-02-04,a1R3j000003nb3zEAA,480,0,425,43,Não Bateu,-20,Sim
2059,2022-02-04,a1R3j000003nb41EAA,480,0,392,51,Não Bateu,-15,Sim
2060,2022-02-04,a1R3j000003nb42EAA,480,0,411,42,Não Bateu,-20,Sim
2061,2022-02-04,a1R3j000003nb45EAA,480,0,441,46,Não Bateu,-21,Sim
2062,2022-02-04,a1R3j000003nb47EAA,480,0,485,47,Não Bateu,-21,Sim
2063,2022-02-04,a1R3j000003nb48EAA,480,0,452,47,Não Bateu,-18,Sim
2064,2022-02-04,a1R3j000003nb49EAA,480,0,407,47,Não Bateu,-15,Sim
2065,2022-02-04,a1R3j000003nb4AEAQ,390,60,370,19,Não Bateu,-19,Sim
2066,2022-02-04,a1R3j000003nb4BEAQ,480,0,438,44,Não Bateu,-19,Sim
2067,2022-02-04,a1R3j000003nb4DEAQ,480,0,446,48,Não Bateu,-21,Sim
2068,2022-02-04,a1R3j000003nb4EEAQ,450,0,358,32,Não Bateu,-20,Sim
2069,2022-02-04,a1R3j000003nb4GEAQ,480,0,415,59,Não Bateu,-14,Sim
2070,2022-02-04,a1R3j000003nb4HEAQ,0,0,0,33,-,0,-
2071,2022-02-04,a1R3j000003nb4IEAQ,360,0,330,38,Não Bateu,-20,Sim
2072,2022-02-04,a1R3j000003nb4JEAQ,0,0,0,33,-,0,-
2073,2022-02-04,a1R3j000003nb4KEAQ,0,0,0,33,-,0,-
2074,2022-02-04,a1R3j000003nb4NEAQ,450,0,457,31,Não Bateu,-22,Sim
2075,2022-02-04,a1R3j000003nb4WEAQ,480,0,317,40,Não Bateu,-21,Sim
2076,2022-02-04,a1R3j000003ncM5EAI,480,0,445,48,Não Bateu,-19,Sim
2077,2022-02-04,a1R3j000003ncMDEAY,480,0,433,42,Não Bateu,-17,Sim
2078,2022-02-04,a1R3j000003ncMKEAY,330,0,311,40,Não Bateu,-19,Sim
2079,2022-02-04,a1R3j000003ncMOEAY,480,0,425,46,Não Bateu,-15,Sim
2080,2022-02-04,a1R3j000003ncMTEAY,480,0,286,47,Não Bateu,-20,Sim
2081,2022-02-04,a1R3j000003ncMXEAY,480,0,424,55,Não Bateu,-15,Sim
2082,2022-02-04,a1R3j000003ncMYEAY,480,0,453,46,Não Bateu,-18,Sim
2083,2022-02-04,a1R3j000003ncMZEAY,480,0,435,48,Não Bateu,-20,Sim
2084,2022-02-04,a1R3j000003ncMbEAI,480,0,422,42,Não Bateu,-17,Sim
2085,2022-02-04,a1R3j000003ncMcEAI,450,0,427,41,Não Bateu,-20,Sim
2086,2022-02-04,a1R3j000003ncMeEAI,420,60,332,30,Não Bateu,-19,Sim
2087,2022-02-04,a1R3j000003ncMgEAI,0,0,0,33,-,0,-
2088,2022-02-04,a1R3j000003ncMhEAI,450,0,439,43,Não Bateu,-19,Sim
2089,2022-02-04,a1R3j000003ncMiEAI,450,0,413,42,Não Bateu,-16,Sim
2090,2022-02-04,a1R3j000003ncfQEAQ,420,0,321,16,Não Bateu,-20,Sim
2091,2022-02-04,a1R3j000003ncfREAQ,480,0,376,38,Não Bateu,-20,Sim
2092,2022-02-04,a1R3j000003ncfVEAQ,360,60,452,13,Não Bateu,-20,Sim
2093,2022-02-04,a1R3j000003ncfaEAA,420,0,406,30,Não Bateu,-19,Sim
2094,2022-02-04,a1R3j000003ndBXEAY,420,30,378,35,Não Bateu,-18,Sim
2095,2022-02-04,a1R3j000003ndBYEAY,390,60,382,16,Não Bateu,-20,Sim
2096,2022-02-04,a1R3j000003ndBZEAY,450,0,462,51,Não Bateu,-15,Sim
2097,2022-02-04,a1R3j000003ndBbEAI,450,0,429,46,Não Bateu,-19,Sim
2098,2022-02-04,a1R3j000003ndBcEAI,450,0,412,50,Não Bateu,-19,Sim
2099,2022-02-04,a1R3j000003ndBdEAI,480,0,451,30,Não Bateu,-23,Sim
2100,2022-02-04,a1R3j000003ndBeEAI,450,0,435,30,Não Bateu,-22,Sim
2101,2022-02-04,a1R3j000003ndBfEAI,450,0,358,34,Não Bateu,-25,Sim
2102,2022-02-04,a1R3j000003ndBgEAI,120,0,290,40,Não Bateu,-24,Sim
2103,2022-02-04,a1R3j000003ndBhEAI,480,0,460,24,Não Bateu,-24,Sim
2104,2022-02-04,a1R3j000003ndBiEAI,420,60,397,14,Não Bateu,-24,Sim
2105,2022-02-04,a1R3j000003ndBkEAI,450,0,381,41,Não Bateu,-19,Sim
2106,2022-02-04,a1R3j000003ndBoEAI,480,0,415,48,Não Bateu,-18,Sim
2107,2022-02-04,a1R3j000003ndBwEAI,480,0,450,52,Não Bateu,-18,Sim
2108,2022-02-04,a1R3j000003ndC3EAI,480,0,463,46,Não Bateu,-17,Sim
2109,2022-02-04,a1R3j000003ndC5EAI,450,0,438,39,Não Bateu,-20,Sim
2110,2022-02-04,a1R3j000003ndC6EAI,450,0,457,44,Não Bateu,-17,Não
2111,2022-02-04,a1R3j000003ndC8EAI,0,0,0,33,-,0,-
2112,2022-02-04,a1R3j000003ndC9EAI,480,0,434,44,Não Bateu,-20,Sim
2113,2022-02-04,a1R3j000003ndCCEAY,480,0,453,46,Não Bateu,-20,Sim
2114,2022-02-04,a1R3j000003ndCDEAY,450,0,458,44,Não Bateu,-21,Sim
2115,2022-02-04,a1R3j000003ndCEEAY,270,180,494,41,Não Bateu,-17,Sim
2116,2022-02-04,a1R3j000003ndCFEAY,480,0,465,48,Não Bateu,-20,Sim
2117,2022-02-04,a1R3j000003ndCGEAY,450,0,446,43,Não Bateu,-21,Sim
2118,2022-02-04,a1R3j000003ndCNEAY,450,0,440,42,Não Bateu,-20,Sim
2119,2022-02-04,a1R3j000003ndCOEAY,390,60,431,45,Não Bateu,-19,Não
2120,2022-02-04,a1R3j000003ndCPEAY,450,0,426,40,Não Bateu,-20,Sim
2121,2022-02-04,a1R3j000003ndCQEAY,480,0,701,48,Não Bateu,-20,Sim
2122,2022-02-04,a1R3j000003ndCYEAY,420,0,381,38,Não Bateu,-20,Sim
2123,2022-02-04,a1R3j000003ndyREAQ,360,0,288,25,Não Bateu,-20,Não
2124,2022-02-04,a1R3j000003ndyTEAQ,420,0,407,34,Não Bateu,-20,Sim
2125,2022-02-04,a1R3j0000043nKzEAI,390,60,289,20,Não Bateu,-17,Sim
2126,2022-02-04,a1R3j0000043nLFEAY,420,0,310,37,Não Bateu,-18,Não
2127,2022-02-04,a1R3j0000043nigEAA,0,0,0,33,-,0,-
2128,2022-02-04,a1R3j0000043nikEAA,0,0,0,33,-,0,-
2129,2022-02-04,a1R3j0000043ninEAA,330,60,382,39,Não Bateu,-19,Sim
2130,2022-02-04,a1R3j0000043oEBEAY,480,0,425,42,Não Bateu,-21,Sim
2131,2022-02-04,a1R3j0000043oECEAY,480,0,414,42,Não Bateu,-20,Sim
2132,2022-02-04,a1R3j0000043oEGEAY,0,0,0,33,-,0,-
2133,2022-02-04,a1R3j0000043oEHEAY,450,30,400,45,Não Bateu,-15,Sim
2134,2022-02-04,a1R3j0000043oEIEAY,0,0,88,33,-,0,-
2135,2022-02-04,a1R3j0000043oEJEAY,480,0,335,45,Não Bateu,-18,Sim
2136,2022-02-04,a1R3j0000043oEMEAY,480,0,442,45,Não Bateu,-19,Sim
2137,2022-02-04,a1R3j0000043oEOEAY,450,0,217,32,Não Bateu,-20,Sim
2138,2022-02-04,a1R3j0000043oEQEAY,480,0,448,47,Não Bateu,-20,Sim
2139,2022-02-04,a1R3j0000043oETEAY,210,60,232,41,Não Bateu,-18,Sim
2140,2022-02-04,a1R3j0000043oEUEAY,420,30,387,42,Não Bateu,-21,Sim
2141,2022-02-04,a1R3j0000043oEVEAY,360,0,314,42,Não Bateu,-11,Sim
2142,2022-02-04,a1R3j0000043oEWEAY,420,60,371,23,Não Bateu,-19,Sim
2143,2022-02-04,a1R3j0000043oEXEAY,480,0,440,45,Não Bateu,-20,Sim
2144,2022-02-04,a1R3j0000043oEaEAI,240,330,224,37,Não Bateu,-22,Não
2145,2022-02-04,a1R3j0000043oEbEAI,0,0,137,33,-,0,-
2146,2022-02-04,a1R3j0000043oEcEAI,480,0,411,38,Não Bateu,-18,Sim
2147,2022-02-04,a1R3j0000043oEdEAI,480,0,443,61,Não Bateu,-9,Sim
2148,2022-02-04,a1R3j0000043oEeEAI,480,0,445,57,Não Bateu,-17,Sim
2149,2022-02-04,a1R3j0000043oEgEAI,450,0,424,53,Não Bateu,-15,Sim
2150,2022-02-04,a1R3j0000043oEhEAI,480,0,442,47,Não Bateu,-18,Sim
2151,2022-02-04,a1R3j0000043oEjEAI,450,0,429,50,Não Bateu,-19,Sim
2152,2022-02-04,a1R3j0000043oElEAI,420,60,379,37,Não Bateu,-19,Sim
2153,2022-02-04,a1R3j0000043oEmEAI,480,0,436,56,Não Bateu,-18,Sim
2154,2022-02-04,a1R3j0000043oEqEAI,480,0,407,35,Não Bateu,-17,Sim
2155,2022-02-04,a1R3j0000043oEsEAI,120,360,102,0,Não Bateu,-17,Não
2156,2022-02-04,a1R3j0000043oEtEAI,450,0,422,38,Não Bateu,-20,Sim
2157,2022-02-04,a1R3j0000043oEvEAI,480,0,427,45,Não Bateu,-16,Sim
2158,2022-02-04,a1R3j0000043oExEAI,0,0,0,33,-,0,-
2159,2022-02-04,a1R3j0000043oEyEAI,480,0,428,58,Não Bateu,-11,Sim
2160,2022-02-04,a1R3j0000043oEzEAI,480,0,423,45,Não Bateu,-21,Sim
2161,2022-02-04,a1R3j0000043oF0EAI,420,60,356,46,Não Bateu,-21,Não
2162,2022-02-04,a1R3j0000043oF3EAI,450,0,0,0,Não Bateu,-17,Não
2163,2022-02-04,a1R3j0000043oF4EAI,480,0,458,46,Não Bateu,-13,Sim
2164,2022-02-04,a1R3j0000043oF7EAI,480,0,431,46,Não Bateu,-21,Sim
2165,2022-02-04,a1R3j0000043oFAEAY,360,0,331,49,Não Bateu,-19,Sim
2166,2022-02-04,a1R3j0000043obeEAA,450,0,393,34,Não Bateu,-17,Não
2167,2022-02-04,a1R3j0000043ruoEAA,360,0,318,44,Não Bateu,-20,Sim
2168,2022-02-04,a1R3j0000043rupEAA,480,0,435,46,Não Bateu,-16,Sim
2169,2022-02-04,a1R3j0000043rz3EAA,480,0,445,51,Não Bateu,-15,Sim
2170,2022-02-04,a1R3j0000043rz9EAA,480,0,379,51,Não Bateu,-17,Sim
2171,2022-02-04,a1R3j0000043rzBEAQ,480,0,452,52,Não Bateu,-15,Sim
2172,2022-02-04,a1R3j0000043rzDEAQ,480,0,425,45,Não Bateu,-16,Sim
2173,2022-02-04,a1R3j0000043rzEEAQ,270,0,161,29,Não Bateu,-23,Sim
2174,2022-02-04,a1R3j0000043rzHEAQ,480,0,432,46,Não Bateu,-19,Sim
2175,2022-02-04,a1R3j0000043rzIEAQ,480,0,194,28,Não Bateu,-20,Sim
2176,2022-02-04,a1R3j0000043rzJEAQ,480,0,443,45,Não Bateu,-20,Sim
2177,2022-02-04,a1R3j0000043rzKEAQ,0,0,0,33,-,0,-
2178,2022-02-04,a1R3j0000043rzLEAQ,480,0,290,47,Não Bateu,-17,Sim
2179,2022-02-04,a1R3j0000043rzMEAQ,330,0,224,43,Não Bateu,-10,Sim
2180,2022-02-04,a1R3j0000043rzPEAQ,0,0,0,33,-,0,-
2181,2022-02-04,a1R3j0000043rzQEAQ,480,0,439,48,Não Bateu,-18,Sim
2182,2022-02-04,a1R3j0000043rzUEAQ,450,0,425,38,Não Bateu,-18,Sim
2183,2022-02-04,a1R3j0000043rzYEAQ,480,0,408,47,Não Bateu,-19,Sim
2184,2022-02-04,a1R3j0000043rziEAA,480,0,434,57,Não Bateu,-17,Sim
2185,2022-02-04,a1R3j0000043rzjEAA,480,0,383,40,Não Bateu,-20,Sim
2186,2022-02-04,a1R3j0000043rzkEAA,480,0,460,47,Não Bateu,-16,Sim
2187,2022-02-04,a1R3j0000043rzlEAA,480,0,428,33,Não Bateu,-25,Sim
2188,2022-02-04,a1R3j0000043rzmEAA,450,0,438,44,Não Bateu,-21,Sim
